model,confidence,entry_c,entry_penetration_c,entry_end_minute,target_c,target_penetration_c,discovery_trades,discovery_avg_pnl_c,discovery_profit_factor,discovery_win_rate,discovery_avg_win_c,discovery_avg_loss_c,discovery_median_fill_minute,validation_trades,validation_avg_pnl_c,validation_profit_factor,validation_win_rate,validation_avg_win_c,validation_avg_loss_c,validation_median_fill_minute
p_btc_signal,0.1,20,1,8,90,1,69,7.413043478260869,1.4488810881965775,0.37681159420289856,63.5,-26.5,8.0,30,-2.5,0.8713550600343053,0.26666666666666666,63.5,-26.5,8.0
p_btc_signal,0.1,20,1,8,90,2,69,7.413043478260869,1.4488810881965775,0.37681159420289856,63.5,-26.5,8.0,30,-2.5,0.8713550600343053,0.26666666666666666,63.5,-26.5,8.0
p_btc_signal,0.1,20,2,8,85,0,62,6.403225806451613,1.394240317775571,0.3870967741935484,58.5,-26.5,8.0,21,-6.261904761904762,0.6898584905660378,0.23809523809523808,58.5,-26.5,8.0
p_btc_signal,0.1,20,2,8,85,1,62,6.403225806451613,1.394240317775571,0.3870967741935484,58.5,-26.5,8.0,21,-6.261904761904762,0.6898584905660378,0.23809523809523808,58.5,-26.5,8.0
p_btc_signal,0.1,20,2,8,85,2,62,6.403225806451613,1.394240317775571,0.3870967741935484,58.5,-26.5,8.0,21,-6.261904761904762,0.6898584905660378,0.23809523809523808,58.5,-26.5,8.0
p_btc_signal,0.125,20,1,8,80,0,54,6.092592592592593,1.3879716981132075,0.4074074074074074,53.5,-26.5,8.0,28,-3.642857142857143,0.8075471698113208,0.2857142857142857,53.5,-26.5,8.0
p_btc_signal,0.125,20,1,8,80,1,54,6.092592592592593,1.3879716981132075,0.4074074074074074,53.5,-26.5,8.0,28,-3.642857142857143,0.8075471698113208,0.2857142857142857,53.5,-26.5,8.0
p_btc_signal,0.125,20,1,8,80,2,54,6.092592592592593,1.3879716981132075,0.4074074074074074,53.5,-26.5,8.0,28,-3.642857142857143,0.8075471698113208,0.2857142857142857,53.5,-26.5,8.0
p_market_blend,0.1,20,1,8,90,0,52,6.384615384615385,1.3796455117209834,0.36538461538461536,63.5,-26.5,8.0,20,0.5,1.0269541778975741,0.3,63.5,-26.5,8.0
p_market_blend,0.1,20,1,8,90,1,52,6.384615384615385,1.3796455117209834,0.36538461538461536,63.5,-26.5,8.0,20,0.5,1.0269541778975741,0.3,63.5,-26.5,8.0
p_market_blend,0.1,20,1,8,90,2,52,6.384615384615385,1.3796455117209834,0.36538461538461536,63.5,-26.5,8.0,20,0.5,1.0269541778975741,0.3,63.5,-26.5,8.0
p_kalshi_signal,0.30000000000000004,20,2,12,90,0,55,6.2272727272727275,1.3692722371967656,0.36363636363636365,63.5,-26.5,10.0,32,-9.625,0.5529753265602322,0.1875,63.5,-26.5,11.0
p_kalshi_signal,0.30000000000000004,20,2,12,90,1,55,6.2272727272727275,1.3692722371967656,0.36363636363636365,63.5,-26.5,10.0,32,-9.625,0.5529753265602322,0.1875,63.5,-26.5,11.0
p_kalshi_signal,0.30000000000000004,20,2,12,90,2,55,6.2272727272727275,1.3692722371967656,0.36363636363636365,63.5,-26.5,10.0,32,-12.4375,0.4437456324248777,0.15625,63.5,-26.5,11.0
