rule,side,target_c,trades,hit_rate,breakeven_hit_rate,avg_pnl_c,min_quartile_ev_c,quartile_ev_c,positive_weeks,weeks,min_week_ev_c,settle_win_rate,touch_ema_after_entry,avg_entry_minute,avg_signal_ext_bps,avg_entry_ext_bps,avg_further_ext_bps,yes_share,table
ext10bps_further0bps_entry20c,YES,45,547,0.1206581352833638,0.4444444444444444,-14.570383912248628,-16.715328467153284,"-12.77,-12.45,-16.72,-16.36",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,50,547,0.11517367458866545,0.4,-14.241316270566728,-16.715328467153284,"-11.97,-12.34,-16.72,-15.96",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,55,547,0.10786106032906764,0.36363636363636365,-14.06764168190128,-16.78832116788321,"-11.97,-11.97,-16.79,-15.55",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,60,547,0.09872029250457039,0.3333333333333333,-14.076782449725776,-16.934306569343065,"-12.99,-11.24,-16.93,-15.15",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,65,547,0.09323583180987204,0.3076923076923077,-13.939670932358318,-16.67883211678832,"-13.36,-10.99,-16.68,-14.74",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,70,547,0.09140767824497258,0.2857142857142857,-13.60146252285192,-16.423357664233578,"-12.85,-10.29,-16.42,-14.85",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,75,547,0.08775137111517367,0.26666666666666666,-13.418647166361975,-16.715328467153284,"-12.34,-10.15,-16.72,-14.49",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,80,547,0.08592321755027423,0.25,-13.126142595978061,-16.496350364963504,"-12.41,-9.49,-16.50,-14.12",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,85,547,0.08226691042047532,0.23529411764705882,-13.007312614259599,-16.277372262773724,"-11.93,-9.45,-16.28,-14.38",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry20c,YES,99,547,0.07312614259597806,0.20202020202020202,-12.760511882998172,-16.386861313868614,"-11.33,-9.16,-16.39,-14.18",0,10,-20.0,0.07312614259597806,0.14625228519195613,5.6361974405850095,14.809511848557054,16.25461669092304,1.4451048423659862,1.0,rule_side
ext10bps_further0bps_entry21c,NO,45,579,0.14507772020725387,0.4666666666666667,-14.471502590673575,-15.724137931034482,"-15.72,-14.79,-14.48,-12.88",0,10,-16.135135135135137,0.06735751295336788,0.15198618307426598,5.478411053540587,14.915410832652716,16.402009719551558,1.486598886898839,0.0,rule_side
