rule,side,btc_signed_bin,early_low_bin,trades,hit85,avg_entry_c,avg_pnl85_c,median_entry_minute
low<=40_close55-75_green,NO,with25-75,30-35,77,0.7532467532467533,66.97402597402598,-2.948051948051948,6.0
low<=20_close45-65_green,NO,against>75,15-20,10,0.6,54.0,-3.000000000000001,9.0
low<=25_close45-65_green,NO,against>75,15-20,10,0.6,54.0,-3.000000000000001,9.0
low<=30_close45-65_green,NO,against>75,15-20,10,0.6,54.0,-3.000000000000001,9.0
low<=35_close45-65_green,NO,against>75,15-20,10,0.6,54.0,-3.000000000000001,9.0
low<=40_close45-65_green,NO,against>75,15-20,10,0.6,54.0,-3.000000000000001,9.0
low<=20_close50-70_green,NO,against>75,<=15,14,0.6428571428571429,57.642857142857146,-3.0000000000000027,9.0
low<=25_close50-70_green,NO,against>75,<=15,14,0.6428571428571429,57.642857142857146,-3.0000000000000027,9.0
low<=30_close50-70_green,NO,against>75,<=15,14,0.6428571428571429,57.642857142857146,-3.0000000000000027,9.0
low<=35_close50-70_green,NO,against>75,<=15,14,0.6428571428571429,57.642857142857146,-3.0000000000000027,9.0
low<=40_close50-70_green,NO,against>75,<=15,14,0.6428571428571429,57.642857142857146,-3.0000000000000027,9.0
low<=40_close40-65_green,NO,against>75,35+,7,0.5714285714285714,51.714285714285715,-3.142857142857145,6.0
low<=25_close55-75_green,YES,with25-75,20-25,44,0.7045454545454546,63.06818181818182,-3.1818181818181825,6.0
low<=30_close55-75_green,YES,with25-75,20-25,44,0.7045454545454546,63.06818181818182,-3.1818181818181825,6.0
low<=35_close55-75_green,YES,with25-75,20-25,44,0.7045454545454546,63.06818181818182,-3.1818181818181825,6.0
low<=40_close55-75_green,YES,with25-75,20-25,44,0.7045454545454546,63.06818181818182,-3.1818181818181825,6.0
low<=40_close45-65_green,YES,flat,35+,149,0.6174496644295302,55.81879194630873,-3.335570469798658,6.0
low<=40_close40-65_green,YES,with25-75,35+,18,0.6666666666666666,60.166666666666664,-3.4999999999999996,6.0
low<=40_close45-65_green,YES,with25-75,35+,18,0.6666666666666666,60.166666666666664,-3.4999999999999996,6.0
low<=40_close40-65_green,YES,flat,35+,161,0.5962732919254659,54.2360248447205,-3.5527950310559007,6.0
low<=35_close40-65_green,NO,against25-75,30-35,62,0.532258064516129,48.854838709677416,-3.6129032258064524,7.0
low<=40_close40-65_green,NO,against25-75,30-35,62,0.532258064516129,48.854838709677416,-3.6129032258064524,7.0
low<=40_close55-75_green,YES,with25-75,35+,70,0.7571428571428571,68.0,-3.6428571428571423,6.0
low<=20_close45-65_green,YES,flat,15-20,67,0.5671641791044776,51.91044776119403,-3.7014925373134333,7.0
low<=25_close45-65_green,YES,flat,15-20,67,0.5671641791044776,51.91044776119403,-3.7014925373134333,7.0
low<=30_close45-65_green,YES,flat,15-20,67,0.5671641791044776,51.91044776119403,-3.7014925373134333,7.0
low<=35_close45-65_green,YES,flat,15-20,67,0.5671641791044776,51.91044776119403,-3.7014925373134333,7.0
low<=40_close45-65_green,YES,flat,15-20,67,0.5671641791044776,51.91044776119403,-3.7014925373134333,7.0
low<=20_close40-65_green,YES,flat,<=15,40,0.5,46.225,-3.725,7.0
low<=25_close40-65_green,YES,flat,<=15,40,0.5,46.225,-3.725,7.0
low<=30_close40-65_green,YES,flat,<=15,40,0.5,46.225,-3.725,7.0
low<=35_close40-65_green,YES,flat,<=15,40,0.5,46.225,-3.725,7.0
low<=40_close40-65_green,YES,flat,<=15,40,0.5,46.225,-3.725,7.0
low<=40_close50-70_green,YES,flat,35+,175,0.6685714285714286,60.66285714285714,-3.834285714285714,6.0
low<=20_close50-70_green,NO,against25-75,<=15,16,0.625,57.125,-4.000000000000001,8.0
low<=25_close50-70_green,NO,against25-75,<=15,16,0.625,57.125,-4.000000000000001,8.0
low<=30_close50-70_green,NO,against25-75,<=15,16,0.625,57.125,-4.000000000000001,8.0
low<=35_close50-70_green,NO,against25-75,<=15,16,0.625,57.125,-4.000000000000001,8.0
low<=40_close50-70_green,NO,against25-75,<=15,16,0.625,57.125,-4.000000000000001,8.0
low<=25_close55-75_green,NO,with>75,20-25,12,0.75,67.75,-4.000000000000001,6.0
low<=30_close55-75_green,NO,with>75,20-25,12,0.75,67.75,-4.000000000000001,6.0
low<=35_close55-75_green,NO,with>75,20-25,12,0.75,67.75,-4.000000000000001,6.0
low<=40_close55-75_green,NO,with>75,20-25,12,0.75,67.75,-4.000000000000001,6.0
low<=30_close55-75_green,NO,flat,25-30,118,0.6949152542372882,63.09322033898305,-4.0254237288135615,7.0
low<=35_close55-75_green,NO,flat,25-30,118,0.6949152542372882,63.09322033898305,-4.0254237288135615,7.0
low<=40_close55-75_green,NO,flat,25-30,118,0.6949152542372882,63.09322033898305,-4.0254237288135615,7.0
low<=20_close40-65_green,NO,against25-75,15-20,37,0.5405405405405406,50.0,-4.054054054054055,8.0
low<=25_close40-65_green,NO,against25-75,15-20,37,0.5405405405405406,50.0,-4.054054054054055,8.0
low<=30_close40-65_green,NO,against25-75,15-20,37,0.5405405405405406,50.0,-4.054054054054055,8.0
low<=35_close40-65_green,NO,against25-75,15-20,37,0.5405405405405406,50.0,-4.054054054054055,8.0
low<=40_close40-65_green,NO,against25-75,15-20,37,0.5405405405405406,50.0,-4.054054054054055,8.0
low<=35_close45-65_green,NO,against25-75,30-35,53,0.5660377358490566,52.18867924528302,-4.075471698113208,7.0
low<=40_close45-65_green,NO,against25-75,30-35,53,0.5660377358490566,52.18867924528302,-4.075471698113208,7.0
low<=20_close45-65_green,NO,against25-75,<=15,17,0.5882352941176471,54.35294117647059,-4.3529411764705905,8.0
low<=25_close45-65_green,NO,against25-75,<=15,17,0.5882352941176471,54.35294117647059,-4.3529411764705905,8.0
low<=30_close45-65_green,NO,against25-75,<=15,17,0.5882352941176471,54.35294117647059,-4.3529411764705905,8.0
low<=35_close45-65_green,NO,against25-75,<=15,17,0.5882352941176471,54.35294117647059,-4.3529411764705905,8.0
low<=40_close45-65_green,NO,against25-75,<=15,17,0.5882352941176471,54.35294117647059,-4.3529411764705905,8.0
low<=20_close45-65_green,NO,flat,15-20,76,0.5657894736842105,52.46052631578947,-4.36842105263158,7.0
low<=25_close45-65_green,NO,flat,15-20,76,0.5657894736842105,52.46052631578947,-4.36842105263158,7.0
low<=30_close45-65_green,NO,flat,15-20,76,0.5657894736842105,52.46052631578947,-4.36842105263158,7.0
low<=35_close45-65_green,NO,flat,15-20,76,0.5657894736842105,52.46052631578947,-4.36842105263158,7.0
low<=40_close45-65_green,NO,flat,15-20,76,0.5657894736842105,52.46052631578947,-4.36842105263158,7.0
low<=30_close45-65_green,NO,against25-75,25-30,28,0.5714285714285714,53.035714285714285,-4.464285714285715,8.0
low<=35_close45-65_green,NO,against25-75,25-30,28,0.5714285714285714,53.035714285714285,-4.464285714285715,8.0
low<=40_close45-65_green,NO,against25-75,25-30,28,0.5714285714285714,53.035714285714285,-4.464285714285715,8.0
low<=30_close55-75_green,YES,with25-75,25-30,97,0.7216494845360825,66.01030927835052,-4.670103092783505,6.0
low<=35_close55-75_green,YES,with25-75,25-30,97,0.7216494845360825,66.01030927835052,-4.670103092783505,6.0
low<=40_close55-75_green,YES,with25-75,25-30,97,0.7216494845360825,66.01030927835052,-4.670103092783505,6.0
low<=30_close40-65_green,NO,against25-75,25-30,37,0.5135135135135135,48.45945945945946,-4.810810810810811,7.0
low<=35_close40-65_green,NO,against25-75,25-30,37,0.5135135135135135,48.45945945945946,-4.810810810810811,7.0
low<=40_close40-65_green,NO,against25-75,25-30,37,0.5135135135135135,48.45945945945946,-4.810810810810811,7.0
low<=20_close40-65_green,NO,against>75,15-20,11,0.5454545454545454,51.18181818181818,-4.818181818181817,9.0
low<=25_close40-65_green,NO,against>75,15-20,11,0.5454545454545454,51.18181818181818,-4.818181818181817,9.0
low<=30_close40-65_green,NO,against>75,15-20,11,0.5454545454545454,51.18181818181818,-4.818181818181817,9.0
low<=35_close40-65_green,NO,against>75,15-20,11,0.5454545454545454,51.18181818181818,-4.818181818181817,9.0
low<=40_close40-65_green,NO,against>75,15-20,11,0.5454545454545454,51.18181818181818,-4.818181818181817,9.0
low<=20_close40-65_green,NO,against>75,<=15,19,0.5263157894736842,49.631578947368425,-4.894736842105267,9.0
low<=25_close40-65_green,NO,against>75,<=15,19,0.5263157894736842,49.631578947368425,-4.894736842105267,9.0
low<=30_close40-65_green,NO,against>75,<=15,19,0.5263157894736842,49.631578947368425,-4.894736842105267,9.0
low<=35_close40-65_green,NO,against>75,<=15,19,0.5263157894736842,49.631578947368425,-4.894736842105267,9.0
low<=40_close40-65_green,NO,against>75,<=15,19,0.5263157894736842,49.631578947368425,-4.894736842105267,9.0
low<=40_close55-75_green,YES,flat,35+,184,0.6902173913043478,63.608695652173914,-4.940217391304348,6.0
low<=35_close55-75_green,YES,against>75,30-35,6,0.6666666666666666,61.666666666666664,-4.999999999999999,7.5
low<=40_close55-75_green,YES,against>75,30-35,6,0.6666666666666666,61.666666666666664,-4.999999999999999,7.5
low<=35_close50-70_green,YES,flat,30-35,170,0.6294117647058823,58.68235294117647,-5.182352941176471,7.0
low<=40_close50-70_green,YES,flat,30-35,170,0.6294117647058823,58.68235294117647,-5.182352941176471,7.0
low<=20_close45-65_green,NO,against25-75,15-20,31,0.5806451612903226,54.67741935483871,-5.322580645161292,8.0
low<=25_close45-65_green,NO,against25-75,15-20,31,0.5806451612903226,54.67741935483871,-5.322580645161292,8.0
low<=30_close45-65_green,NO,against25-75,15-20,31,0.5806451612903226,54.67741935483871,-5.322580645161292,8.0
low<=35_close45-65_green,NO,against25-75,15-20,31,0.5806451612903226,54.67741935483871,-5.322580645161292,8.0
low<=40_close45-65_green,NO,against25-75,15-20,31,0.5806451612903226,54.67741935483871,-5.322580645161292,8.0
low<=35_close45-65_green,YES,flat,30-35,162,0.5740740740740741,54.401234567901234,-5.604938271604938,6.0
low<=40_close45-65_green,YES,flat,30-35,162,0.5740740740740741,54.401234567901234,-5.604938271604938,6.0
low<=20_close45-65_green,NO,with25-75,<=15,11,0.5454545454545454,52.45454545454545,-6.090909090909093,7.0
low<=25_close45-65_green,NO,with25-75,<=15,11,0.5454545454545454,52.45454545454545,-6.090909090909093,7.0
low<=30_close45-65_green,NO,with25-75,<=15,11,0.5454545454545454,52.45454545454545,-6.090909090909093,7.0
low<=35_close45-65_green,NO,with25-75,<=15,11,0.5454545454545454,52.45454545454545,-6.090909090909093,7.0
low<=40_close45-65_green,NO,with25-75,<=15,11,0.5454545454545454,52.45454545454545,-6.090909090909093,7.0
low<=35_close50-70_green,YES,against>75,30-35,5,0.6,57.2,-6.199999999999998,7.0
low<=40_close50-70_green,YES,against>75,30-35,5,0.6,57.2,-6.199999999999998,7.0
low<=30_close45-65_green,NO,against>75,25-30,7,0.5714285714285714,54.857142857142854,-6.2857142857142865,7.0
low<=35_close45-65_green,NO,against>75,25-30,7,0.5714285714285714,54.857142857142854,-6.2857142857142865,7.0
low<=40_close45-65_green,NO,against>75,25-30,7,0.5714285714285714,54.857142857142854,-6.2857142857142865,7.0
low<=30_close50-70_green,YES,with>75,25-30,9,0.6666666666666666,63.0,-6.333333333333333,6.0
low<=35_close50-70_green,YES,with>75,25-30,9,0.6666666666666666,63.0,-6.333333333333333,6.0
low<=40_close50-70_green,YES,with>75,25-30,9,0.6666666666666666,63.0,-6.333333333333333,6.0
low<=30_close45-65_green,NO,with25-75,25-30,41,0.6097560975609756,58.26829268292683,-6.4390243902439055,6.0
low<=35_close45-65_green,NO,with25-75,25-30,41,0.6097560975609756,58.26829268292683,-6.4390243902439055,6.0
low<=40_close45-65_green,NO,with25-75,25-30,41,0.6097560975609756,58.26829268292683,-6.4390243902439055,6.0
low<=35_close40-65_green,YES,flat,30-35,181,0.5414364640883977,52.52486187845304,-6.502762430939226,6.0
low<=40_close40-65_green,YES,flat,30-35,181,0.5414364640883977,52.52486187845304,-6.502762430939226,6.0
low<=20_close40-65_green,NO,with25-75,<=15,12,0.5,49.25,-6.750000000000003,6.0
low<=25_close40-65_green,NO,with25-75,<=15,12,0.5,49.25,-6.750000000000003,6.0
low<=30_close40-65_green,NO,with25-75,<=15,12,0.5,49.25,-6.750000000000003,6.0
low<=35_close40-65_green,NO,with25-75,<=15,12,0.5,49.25,-6.750000000000003,6.0
low<=40_close40-65_green,NO,with25-75,<=15,12,0.5,49.25,-6.750000000000003,6.0
low<=30_close55-75_green,NO,with25-75,25-30,69,0.6811594202898551,64.71014492753623,-6.811594202898552,6.0
low<=35_close55-75_green,NO,with25-75,25-30,69,0.6811594202898551,64.71014492753623,-6.811594202898552,6.0
low<=40_close55-75_green,NO,with25-75,25-30,69,0.6811594202898551,64.71014492753623,-6.811594202898552,6.0
low<=20_close50-70_green,NO,with>75,15-20,8,0.625,60.0,-6.875000000000001,6.0
low<=25_close50-70_green,NO,with>75,15-20,8,0.625,60.0,-6.875000000000001,6.0
low<=30_close50-70_green,NO,with>75,15-20,8,0.625,60.0,-6.875000000000001,6.0
low<=35_close50-70_green,NO,with>75,15-20,8,0.625,60.0,-6.875000000000001,6.0
low<=40_close50-70_green,NO,with>75,15-20,8,0.625,60.0,-6.875000000000001,6.0
low<=30_close50-70_green,YES,with25-75,25-30,72,0.6527777777777778,62.40277777777778,-6.916666666666667,6.0
low<=35_close50-70_green,YES,with25-75,25-30,72,0.6527777777777778,62.40277777777778,-6.916666666666667,6.0
low<=40_close50-70_green,YES,with25-75,25-30,72,0.6527777777777778,62.40277777777778,-6.916666666666667,6.0
low<=30_close40-65_green,NO,with25-75,25-30,43,0.5813953488372093,56.72093023255814,-7.302325581395351,6.0
low<=35_close40-65_green,NO,with25-75,25-30,43,0.5813953488372093,56.72093023255814,-7.302325581395351,6.0
low<=40_close40-65_green,NO,with25-75,25-30,43,0.5813953488372093,56.72093023255814,-7.302325581395351,6.0
low<=20_close40-65_green,YES,against>75,<=15,9,0.4444444444444444,45.111111111111114,-7.333333333333333,8.0
low<=25_close40-65_green,YES,against>75,<=15,9,0.4444444444444444,45.111111111111114,-7.333333333333333,8.0
low<=30_close40-65_green,YES,against>75,<=15,9,0.4444444444444444,45.111111111111114,-7.333333333333333,8.0
low<=35_close40-65_green,YES,against>75,<=15,9,0.4444444444444444,45.111111111111114,-7.333333333333333,8.0
low<=40_close40-65_green,YES,against>75,<=15,9,0.4444444444444444,45.111111111111114,-7.333333333333333,8.0
low<=20_close40-65_green,NO,flat,15-20,99,0.48484848484848486,48.61616161616162,-7.404040404040404,7.0
low<=25_close40-65_green,NO,flat,15-20,99,0.48484848484848486,48.61616161616162,-7.404040404040404,7.0
low<=30_close40-65_green,NO,flat,15-20,99,0.48484848484848486,48.61616161616162,-7.404040404040404,7.0
low<=35_close40-65_green,NO,flat,15-20,99,0.48484848484848486,48.61616161616162,-7.404040404040404,7.0
low<=40_close40-65_green,NO,flat,15-20,99,0.48484848484848486,48.61616161616162,-7.404040404040404,7.0
low<=20_close55-75_green,YES,flat,<=15,21,0.6666666666666666,64.14285714285714,-7.476190476190477,9.0
low<=25_close55-75_green,YES,flat,<=15,21,0.6666666666666666,64.14285714285714,-7.476190476190477,9.0
low<=30_close55-75_green,YES,flat,<=15,21,0.6666666666666666,64.14285714285714,-7.476190476190477,9.0
low<=35_close55-75_green,YES,flat,<=15,21,0.6666666666666666,64.14285714285714,-7.476190476190477,9.0
low<=40_close55-75_green,YES,flat,<=15,21,0.6666666666666666,64.14285714285714,-7.476190476190477,9.0
low<=20_close50-70_green,YES,flat,<=15,22,0.5909090909090909,57.72727272727273,-7.5,7.0
low<=25_close50-70_green,YES,flat,<=15,22,0.5909090909090909,57.72727272727273,-7.5,7.0
low<=30_close50-70_green,YES,flat,<=15,22,0.5909090909090909,57.72727272727273,-7.5,7.0
low<=35_close50-70_green,YES,flat,<=15,22,0.5909090909090909,57.72727272727273,-7.5,7.0
low<=40_close50-70_green,YES,flat,<=15,22,0.5909090909090909,57.72727272727273,-7.5,7.0
low<=30_close40-65_green,YES,against>75,25-30,6,0.5,50.333333333333336,-7.833333333333335,8.0
low<=35_close40-65_green,YES,against>75,25-30,6,0.5,50.333333333333336,-7.833333333333335,8.0
low<=40_close40-65_green,YES,against>75,25-30,6,0.5,50.333333333333336,-7.833333333333335,8.0
low<=30_close45-65_green,YES,with25-75,25-30,50,0.58,57.48,-8.18,6.0
low<=35_close45-65_green,YES,with25-75,25-30,50,0.58,57.48,-8.18,6.0
low<=40_close45-65_green,YES,with25-75,25-30,50,0.58,57.48,-8.18,6.0
low<=30_close50-70_green,NO,with25-75,25-30,58,0.6206896551724138,61.05172413793103,-8.293103448275863,6.0
low<=35_close50-70_green,NO,with25-75,25-30,58,0.6206896551724138,61.05172413793103,-8.293103448275863,6.0
low<=40_close50-70_green,NO,with25-75,25-30,58,0.6206896551724138,61.05172413793103,-8.293103448275863,6.0
low<=20_close40-65_green,YES,against25-75,<=15,30,0.4666666666666667,48.03333333333333,-8.366666666666667,8.0
low<=25_close40-65_green,YES,against25-75,<=15,30,0.4666666666666667,48.03333333333333,-8.366666666666667,8.0
low<=30_close40-65_green,YES,against25-75,<=15,30,0.4666666666666667,48.03333333333333,-8.366666666666667,8.0
low<=35_close40-65_green,YES,against25-75,<=15,30,0.4666666666666667,48.03333333333333,-8.366666666666667,8.0
low<=40_close40-65_green,YES,against25-75,<=15,30,0.4666666666666667,48.03333333333333,-8.366666666666667,8.0
low<=30_close40-65_green,YES,with25-75,25-30,51,0.5686274509803921,56.90196078431372,-8.568627450980392,6.0
low<=35_close40-65_green,YES,with25-75,25-30,51,0.5686274509803921,56.90196078431372,-8.568627450980392,6.0
low<=40_close40-65_green,YES,with25-75,25-30,51,0.5686274509803921,56.90196078431372,-8.568627450980392,6.0
low<=30_close45-65_green,YES,against>75,25-30,6,0.5,51.833333333333336,-9.333333333333334,8.0
low<=35_close45-65_green,YES,against>75,25-30,6,0.5,51.833333333333336,-9.333333333333334,8.0
low<=40_close45-65_green,YES,against>75,25-30,6,0.5,51.833333333333336,-9.333333333333334,8.0
low<=20_close45-65_green,YES,flat,<=15,25,0.48,51.76,-10.96,7.0
low<=25_close45-65_green,YES,flat,<=15,25,0.48,51.76,-10.96,7.0
low<=30_close45-65_green,YES,flat,<=15,25,0.48,51.76,-10.96,7.0
low<=35_close45-65_green,YES,flat,<=15,25,0.48,51.76,-10.96,7.0
low<=40_close45-65_green,YES,flat,<=15,25,0.48,51.76,-10.96,7.0
low<=20_close45-65_green,YES,against25-75,<=15,23,0.4782608695652174,51.65217391304348,-11.0,9.0
low<=25_close45-65_green,YES,against25-75,<=15,23,0.4782608695652174,51.65217391304348,-11.0,9.0
low<=30_close45-65_green,YES,against25-75,<=15,23,0.4782608695652174,51.65217391304348,-11.0,9.0
low<=35_close45-65_green,YES,against25-75,<=15,23,0.4782608695652174,51.65217391304348,-11.0,9.0
low<=40_close45-65_green,YES,against25-75,<=15,23,0.4782608695652174,51.65217391304348,-11.0,9.0
low<=20_close50-70_green,YES,against25-75,<=15,25,0.56,58.64,-11.04,9.0
low<=25_close50-70_green,YES,against25-75,<=15,25,0.56,58.64,-11.04,9.0
low<=30_close50-70_green,YES,against25-75,<=15,25,0.56,58.64,-11.04,9.0
low<=35_close50-70_green,YES,against25-75,<=15,25,0.56,58.64,-11.04,9.0
low<=40_close50-70_green,YES,against25-75,<=15,25,0.56,58.64,-11.04,9.0
low<=25_close55-75_green,YES,with>75,20-25,19,0.631578947368421,65.10526315789474,-11.421052631578947,6.0
low<=30_close55-75_green,YES,with>75,20-25,19,0.631578947368421,65.10526315789474,-11.421052631578947,6.0
low<=35_close55-75_green,YES,with>75,20-25,19,0.631578947368421,65.10526315789474,-11.421052631578947,6.0
low<=40_close55-75_green,YES,with>75,20-25,19,0.631578947368421,65.10526315789474,-11.421052631578947,6.0
low<=20_close45-65_green,YES,against>75,<=15,6,0.5,54.166666666666664,-11.666666666666666,9.0
low<=25_close45-65_green,YES,against>75,<=15,6,0.5,54.166666666666664,-11.666666666666666,9.0
low<=30_close45-65_green,YES,against>75,<=15,6,0.5,54.166666666666664,-11.666666666666666,9.0
low<=35_close45-65_green,YES,against>75,<=15,6,0.5,54.166666666666664,-11.666666666666666,9.0
low<=40_close45-65_green,YES,against>75,<=15,6,0.5,54.166666666666664,-11.666666666666666,9.0
low<=20_close55-75_green,NO,against25-75,15-20,22,0.5909090909090909,61.95454545454545,-11.72727272727273,8.0
low<=25_close55-75_green,NO,against25-75,15-20,22,0.5909090909090909,61.95454545454545,-11.72727272727273,8.0
low<=30_close55-75_green,NO,against25-75,15-20,22,0.5909090909090909,61.95454545454545,-11.72727272727273,8.0
low<=35_close55-75_green,NO,against25-75,15-20,22,0.5909090909090909,61.95454545454545,-11.72727272727273,8.0
low<=40_close55-75_green,NO,against25-75,15-20,22,0.5909090909090909,61.95454545454545,-11.72727272727273,8.0
low<=20_close55-75_green,NO,with25-75,<=15,7,0.5714285714285714,62.285714285714285,-13.714285714285717,7.0
low<=25_close55-75_green,NO,with25-75,<=15,7,0.5714285714285714,62.285714285714285,-13.714285714285717,7.0
low<=30_close55-75_green,NO,with25-75,<=15,7,0.5714285714285714,62.285714285714285,-13.714285714285717,7.0
low<=35_close55-75_green,NO,with25-75,<=15,7,0.5714285714285714,62.285714285714285,-13.714285714285717,7.0
low<=40_close55-75_green,NO,with25-75,<=15,7,0.5714285714285714,62.285714285714285,-13.714285714285717,7.0
low<=30_close40-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=30_close45-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=35_close40-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=35_close45-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=40_close40-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=40_close45-65_green,YES,with>75,25-30,4,0.5,56.5,-14.0,6.0
low<=20_close40-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=20_close45-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=25_close40-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=25_close45-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=30_close40-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=30_close45-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=35_close40-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=35_close45-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=40_close40-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=40_close45-65_green,NO,with>75,15-20,6,0.5,57.666666666666664,-15.166666666666671,6.0
low<=30_close40-65_green,NO,against>75,25-30,10,0.4,49.6,-15.6,8.0
low<=35_close40-65_green,NO,against>75,25-30,10,0.4,49.6,-15.6,8.0
low<=40_close40-65_green,NO,against>75,25-30,10,0.4,49.6,-15.6,8.0
low<=20_close50-70_green,NO,with25-75,<=15,8,0.5,58.25,-15.75,7.0
low<=25_close50-70_green,NO,with25-75,<=15,8,0.5,58.25,-15.75,7.0
low<=30_close50-70_green,NO,with25-75,<=15,8,0.5,58.25,-15.75,7.0
low<=35_close50-70_green,NO,with25-75,<=15,8,0.5,58.25,-15.75,7.0
low<=40_close50-70_green,NO,with25-75,<=15,8,0.5,58.25,-15.75,7.0
low<=40_close40-65_green,YES,against25-75,35+,45,0.4,51.44444444444444,-17.444444444444443,6.0
low<=30_close50-70_green,YES,against>75,25-30,6,0.5,60.0,-17.5,9.0
low<=35_close50-70_green,YES,against>75,25-30,6,0.5,60.0,-17.5,9.0
low<=40_close50-70_green,YES,against>75,25-30,6,0.5,60.0,-17.5,9.0
low<=20_close55-75_green,NO,against>75,15-20,4,0.5,61.25,-18.75,9.0
low<=25_close55-75_green,NO,against>75,15-20,4,0.5,61.25,-18.75,9.0
low<=30_close55-75_green,NO,against>75,15-20,4,0.5,61.25,-18.75,9.0
low<=35_close55-75_green,NO,against>75,15-20,4,0.5,61.25,-18.75,9.0
low<=40_close55-75_green,NO,against>75,15-20,4,0.5,61.25,-18.75,9.0
low<=40_close45-65_green,YES,against25-75,35+,38,0.39473684210526316,54.026315789473685,-20.473684210526315,7.0
low<=35_close40-65_green,YES,against>75,30-35,12,0.3333333333333333,49.0,-20.666666666666668,7.0
low<=40_close40-65_green,YES,against>75,30-35,12,0.3333333333333333,49.0,-20.666666666666668,7.0
low<=40_close50-70_green,YES,with>75,35+,2,0.5,63.5,-21.0,6.0
low<=35_close45-65_green,YES,against>75,30-35,8,0.375,53.125,-21.25,7.0
low<=40_close45-65_green,YES,against>75,30-35,8,0.375,53.125,-21.25,7.0
low<=30_close55-75_green,YES,against>75,25-30,4,0.5,63.75,-21.25,9.0
low<=35_close55-75_green,YES,against>75,25-30,4,0.5,63.75,-21.25,9.0
low<=40_close55-75_green,YES,against>75,25-30,4,0.5,63.75,-21.25,9.0
low<=25_close40-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=25_close45-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=30_close40-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=30_close45-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=35_close40-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=35_close45-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=40_close40-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=40_close45-65_green,YES,with>75,20-25,10,0.4,56.3,-22.3,6.0
low<=40_close55-75_green,YES,against25-75,35+,31,0.45161290322580644,61.193548387096776,-22.806451612903224,7.0
low<=40_close50-70_green,YES,against25-75,35+,36,0.3888888888888889,57.97222222222222,-24.916666666666668,7.0
low<=40_close55-75_green,YES,with>75,35+,6,0.5,69.5,-27.0,6.0
low<=25_close50-70_green,YES,with>75,20-25,13,0.38461538461538464,60.76923076923077,-28.076923076923077,6.0
low<=30_close50-70_green,YES,with>75,20-25,13,0.38461538461538464,60.76923076923077,-28.076923076923077,6.0
low<=35_close50-70_green,YES,with>75,20-25,13,0.38461538461538464,60.76923076923077,-28.076923076923077,6.0
low<=40_close50-70_green,YES,with>75,20-25,13,0.38461538461538464,60.76923076923077,-28.076923076923077,6.0
low<=40_close55-75_green,NO,against>75,35+,3,0.3333333333333333,59.333333333333336,-31.000000000000004,6.0
low<=40_close40-65_green,YES,with>75,35+,1,0.0,61.0,-61.0,6.0
low<=40_close45-65_green,YES,with>75,35+,1,0.0,61.0,-61.0,6.0
