target,min_reclaim,max_entry,max_minute,exclude_hours,n,avg,win,avgwin,avgloss,pf,minq,q,poswk,weeks,minwk,acct,dd,avgsize
85,0,45,7,"(3, 12, 18)",15,15.366666666666667,0.7333333333333333,37.86363636363637,-46.5,2.239247311827957,-27.5,"20.00,-27.50,34.75,40.50",6,9,-42.5,7188.0,-4513.5,31.2
85,0,45,8,"(3, 18)",15,15.366666666666667,0.7333333333333333,37.86363636363637,-46.5,2.239247311827957,-27.5,"20.00,-27.50,34.75,40.50",6,9,-42.5,7188.0,-4513.5,31.2
85,0,45,8,"(3, 12, 18)",15,15.366666666666667,0.7333333333333333,37.86363636363637,-46.5,2.239247311827957,-27.5,"20.00,-27.50,34.75,40.50",6,9,-42.5,7188.0,-4513.5,31.2
80,0,50,7,"(3, 12)",20,15.35,0.8,30.8125,-46.5,2.650537634408602,-16.7,"15.90,-16.70,30.30,31.90",7,10,-42.5,10343.0,-4471.5,33.6
95,0,45,10,"(20,)",20,15.35,0.65,47.73076923076923,-44.785714285714285,1.9792663476874004,8.1,"11.90,8.10,28.50,12.90",7,10,-42.5,8887.0,-4532.0,38.9
70,0,47,10,"(3, 12, 18)",19,15.342105263157896,0.8947368421052632,22.264705882352942,-43.5,4.350574712643678,7.7,"10.50,7.70,19.50,25.75",9,10,-42.5,10563.5,-1716.5,35.526315789473685
85,0,47,10,"(3, 12, 18)",19,15.342105263157896,0.7368421052631579,37.714285714285715,-47.3,2.2325581395348837,-31.3,"22.50,-31.30,34.50,40.75",7,10,-42.5,10213.5,-5092.5,33.0
99,5,50,10,"(18,)",18,15.333333333333334,0.6666666666666666,48.333333333333336,-50.666666666666664,1.9078947368421053,-12.3,"29.50,-12.30,22.00,25.50",5,8,-42.5,8059.0,-4366.0,35.333333333333336
99,5,50,10,"(12, 18)",18,15.333333333333334,0.6666666666666666,48.333333333333336,-50.666666666666664,1.9078947368421053,-12.3,"29.50,-12.30,22.00,25.50",5,8,-42.5,8059.0,-4366.0,35.333333333333336
85,0,50,8,"(3, 12, 18)",21,15.30952380952381,0.7619047619047619,35.25,-48.5,2.325773195876289,-34.3,"23.50,-34.30,33.50,36.90",7,10,-42.5,10734.0,-5728.0,32.666666666666664
85,5,55,8,"(3,)",20,15.3,0.8,32.5625,-53.75,2.4232558139534883,-2.1,"17.10,-2.10,32.10,14.10",6,8,-59.5,10236.0,-4121.5,32.8
85,5,55,8,"(3, 12)",20,15.3,0.8,32.5625,-53.75,2.4232558139534883,-2.1,"17.10,-2.10,32.10,14.10",6,8,-59.5,10236.0,-4121.5,32.8
90,5,55,8,"(20,)",20,15.3,0.75,37.96666666666667,-52.7,2.161290322580645,1.9,"21.10,18.50,1.90,19.70",6,8,-23.166666666666668,9561.5,-3922.5,36.15
99,4,50,8,"(3, 18)",18,15.277777777777779,0.6666666666666666,48.583333333333336,-51.333333333333336,1.8928571428571428,-13.1,"31.10,-13.10,22.75,23.50",5,9,-54.5,8381.0,-3828.5,32.666666666666664
99,4,55,8,"(3, 18)",22,15.272727272727273,0.6818181818181818,46.9,-52.5,1.9142857142857144,5.5,"16.50,13.17,5.50,26.10",6,10,-59.5,10407.0,-3940.0,33.27272727272727
70,5,50,8,(),17,15.264705882352942,0.9411764705882353,18.875,-42.5,7.105882352941176,3.75,"19.10,18.25,19.00,3.75",7,8,-42.5,8412.0,-2422.5,36.470588235294116
70,5,50,8,"(12,)",17,15.264705882352942,0.9411764705882353,18.875,-42.5,7.105882352941176,3.75,"19.10,18.25,19.00,3.75",7,8,-42.5,8412.0,-2422.5,36.470588235294116
70,5,50,8,"(14,)",17,15.264705882352942,0.9411764705882353,18.875,-42.5,7.105882352941176,3.75,"19.10,18.25,19.00,3.75",7,8,-42.5,8412.0,-2422.5,36.470588235294116
85,6,55,7,"(3, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
85,6,55,7,"(3, 12, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
85,7,55,7,"(3, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
85,7,55,7,"(3, 12, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
85,8,55,7,"(3, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
85,8,55,7,"(3, 12, 18)",15,15.233333333333333,0.8,32.25,-52.833333333333336,2.441640378548896,-9.75,"35.50,-9.75,32.25,-1.17",7,8,-59.5,6829.5,-3366.0,31.8
95,0,50,7,"(3, 18)",22,15.227272727272727,0.6818181818181818,44.63333333333333,-47.785714285714285,2.001494768310912,-1.6666666666666667,"29.67,-1.67,24.90,8.50",6,10,-47.0,9457.5,-6839.5,38.68181818181818
70,0,45,10,"(3, 18)",18,15.222222222222221,0.8888888888888888,22.5625,-43.5,4.149425287356322,7.5,"10.90,7.50,19.75,25.75",9,10,-42.5,9727.0,-1675.5,34.77777777777778
70,0,45,10,"(3, 12, 18)",18,15.222222222222221,0.8888888888888888,22.5625,-43.5,4.149425287356322,7.5,"10.90,7.50,19.75,25.75",9,10,-42.5,9727.0,-1675.5,34.77777777777778
95,7,55,8,"(18,)",18,15.222222222222221,0.7222222222222222,41.88461538461539,-54.1,2.0129390018484288,4.9,"25.10,4.90,17.50,13.50",6,8,-11.0,8231.0,-3997.0,32.0
95,7,55,8,"(12, 18)",18,15.222222222222221,0.7222222222222222,41.88461538461539,-54.1,2.0129390018484288,4.9,"25.10,4.90,17.50,13.50",6,8,-11.0,8231.0,-3997.0,32.0
95,8,55,8,"(18,)",18,15.222222222222221,0.7222222222222222,41.88461538461539,-54.1,2.0129390018484288,4.9,"25.10,4.90,17.50,13.50",6,8,-11.0,8231.0,-3997.0,32.0
95,8,55,8,"(12, 18)",18,15.222222222222221,0.7222222222222222,41.88461538461539,-54.1,2.0129390018484288,4.9,"25.10,4.90,17.50,13.50",6,8,-11.0,8231.0,-3997.0,32.0
95,0,45,7,"(20,)",17,15.205882352941176,0.6470588235294118,47.40909090909091,-43.833333333333336,1.9828897338403042,3.25,"13.10,20.50,24.50,3.25",7,9,-42.5,6629.5,-4616.0,39.0
95,0,45,8,"(20,)",17,15.205882352941176,0.6470588235294118,47.40909090909091,-43.833333333333336,1.9828897338403042,3.25,"13.10,20.50,24.50,3.25",7,9,-42.5,6629.5,-4616.0,39.0
99,0,55,7,"(20,)",30,15.2,0.6666666666666666,47.3,-49.0,1.9306122448979592,-9.642857142857142,"36.75,23.12,-9.64,6.36",7,10,-42.5,13970.0,-17437.0,50.8
70,5,50,10,"(3,)",19,15.18421052631579,0.9473684210526315,19.11111111111111,-55.5,6.198198198198198,5.3,"5.30,17.90,20.10,18.00",7,8,-55.5,10498.0,-1443.0,33.78947368421053
70,5,50,10,"(3, 12)",19,15.18421052631579,0.9473684210526315,19.11111111111111,-55.5,6.198198198198198,5.3,"5.30,17.90,20.10,18.00",7,8,-55.5,10498.0,-1443.0,33.78947368421053
95,0,50,7,"(12, 18)",21,15.166666666666666,0.6666666666666666,45.07142857142857,-44.642857142857146,2.0192,-12.3,"31.83,-12.30,27.50,10.30",7,10,-42.5,7912.0,-4616.0,39.714285714285715
85,4,50,7,"(3,)",17,15.147058823529411,0.7647058823529411,34.88461538461539,-49.0,2.313775510204082,-9.25,"19.90,-9.25,35.75,13.00",6,9,-54.5,7950.5,-3168.0,32.529411764705884
85,4,50,7,"(14,)",17,15.147058823529411,0.7647058823529411,34.88461538461539,-49.0,2.313775510204082,-8.0,"34.10,-8.00,13.75,16.00",6,9,-54.5,7936.0,-4177.5,35.411764705882355
95,4,50,8,"(12,)",19,15.131578947368421,0.6842105263157895,44.88461538461539,-49.333333333333336,1.9712837837837838,-14.7,"27.90,-14.70,25.50,23.50",5,9,-42.5,8449.5,-3774.0,33.21052631578947
95,5,55,8,"(18,)",21,15.119047619047619,0.7142857142857143,42.03333333333333,-52.166666666666664,2.0143769968051117,2.1,"27.33,4.90,2.10,23.70",6,8,-21.5,9273.5,-4330.0,34.714285714285715
95,5,55,8,"(12, 18)",21,15.119047619047619,0.7142857142857143,42.03333333333333,-52.166666666666664,2.0143769968051117,2.1,"27.33,4.90,2.10,23.70",6,8,-21.5,9273.5,-4330.0,34.714285714285715
85,6,55,8,"(3, 12, 14, 18, 20)",15,15.1,0.8,32.666666666666664,-55.166666666666664,2.3685800604229605,-1.1666666666666667,"14.25,9.75,33.50,-1.17",6,8,-59.5,7034.5,-2538.0,31.533333333333335
85,7,55,8,"(3, 12, 14, 18, 20)",15,15.1,0.8,32.666666666666664,-55.166666666666664,2.3685800604229605,-1.1666666666666667,"14.25,9.75,33.50,-1.17",6,8,-59.5,7034.5,-2538.0,31.533333333333335
85,8,55,8,"(3, 12, 14, 18, 20)",15,15.1,0.8,32.666666666666664,-55.166666666666664,2.3685800604229605,-1.1666666666666667,"14.25,9.75,33.50,-1.17",6,8,-59.5,7034.5,-2538.0,31.533333333333335
95,4,55,8,"(14,)",24,15.083333333333334,0.7083333333333334,42.911764705882355,-52.5,1.985034013605442,-5.0,"27.33,9.83,-5.00,28.17",6,9,-54.5,11879.0,-5717.5,36.833333333333336
99,0,55,7,"(12,)",30,15.066666666666666,0.6666666666666666,47.1,-49.0,1.9224489795918367,4.928571428571429,"25.88,20.75,4.93,6.36",7,10,-42.5,13657.5,-13086.5,46.766666666666666
90,4,55,7,(),23,15.065217391304348,0.7391304347826086,37.911764705882355,-49.666666666666664,2.162751677852349,6.5,"25.50,6.50,7.17,22.30",7,10,-54.5,10491.5,-5523.0,35.17391304347826
70,4,55,7,"(3, 12)",20,15.05,0.95,18.07894736842105,-42.5,8.08235294117647,7.9,"7.90,16.90,18.50,16.90",8,9,-42.5,10246.0,-1530.0,33.5
70,0,55,7,"(3, 12, 14, 18, 20)",20,15.05,0.95,18.18421052631579,-44.5,7.764044943820225,3.9,"21.70,3.90,17.90,16.70",8,9,-9.0,10491.0,-1735.5,34.8
75,5,50,10,"(3, 18)",17,15.029411764705882,0.8823529411764706,23.633333333333333,-49.5,3.580808080808081,3.75,"25.30,3.75,5.50,23.00",6,7,-13.0,8099.0,-3762.0,33.64705882352941
75,5,50,10,"(3, 12, 18)",17,15.029411764705882,0.8823529411764706,23.633333333333333,-49.5,3.580808080808081,3.75,"25.30,3.75,5.50,23.00",6,7,-13.0,8099.0,-3762.0,33.64705882352941
80,4,50,10,"(3, 12, 14, 18, 20)",17,15.029411764705882,0.8235294117647058,29.428571428571427,-52.166666666666664,2.63258785942492,-12.5,"14.30,-12.50,27.75,30.75",6,7,-23.5,8559.0,-3190.5,31.41176470588235
70,0,50,10,"(3, 12, 18)",24,15.0,0.9166666666666666,20.318181818181817,-43.5,5.137931034482759,7.5,"11.00,7.50,18.83,22.67",9,10,-42.5,13777.5,-1777.0,36.708333333333336
70,4,55,8,"(3, 12)",22,14.954545454545455,0.9545454545454546,17.69047619047619,-42.5,8.741176470588234,8.833333333333334,"8.83,17.17,17.70,16.90",8,9,-42.5,11529.0,-1530.0,34.27272727272727
70,0,55,8,"(3, 12, 14, 18, 20)",22,14.954545454545455,0.9545454545454546,17.785714285714285,-44.5,8.393258426966293,10.666666666666666,"10.67,16.00,17.10,16.70",8,9,-1.5,11777.5,-1735.5,35.5
70,5,50,8,"(20,)",16,14.9375,0.9375,18.766666666666666,-42.5,6.623529411764705,3.75,"20.50,16.50,19.00,3.75",7,8,-42.5,7485.0,-2337.5,35.5
75,5,50,8,"(20,)",16,14.9375,0.875,23.642857142857142,-46.0,3.597826086956522,2.75,"25.50,2.75,24.00,7.50",6,8,-42.5,7127.5,-2210.0,34.4375
90,0,45,7,"(3,)",16,14.9375,0.6875,42.40909090909091,-45.5,2.0505494505494504,-26.25,"23.75,-26.25,40.75,21.50",6,9,-42.5,6810.0,-4445.5,32.75
90,0,45,7,"(3, 12)",16,14.9375,0.6875,42.40909090909091,-45.5,2.0505494505494504,-26.25,"23.75,-26.25,40.75,21.50",6,9,-42.5,6810.0,-4445.5,32.75
90,0,45,8,"(3,)",16,14.9375,0.6875,42.40909090909091,-45.5,2.0505494505494504,-26.25,"23.75,-26.25,40.75,21.50",6,9,-42.5,6810.0,-4445.5,32.75
90,0,45,8,"(3, 12)",16,14.9375,0.6875,42.40909090909091,-45.5,2.0505494505494504,-26.25,"23.75,-26.25,40.75,21.50",6,9,-42.5,6810.0,-4445.5,32.75
80,0,50,10,"(3, 12, 14, 18, 20)",21,14.928571428571429,0.8095238095238095,30.264705882352942,-50.25,2.5597014925373136,-18.9,"18.00,-18.90,28.50,31.50",7,8,-28.75,11219.0,-5028.5,33.523809523809526
99,6,55,8,"(18,)",19,14.921052631578947,0.6842105263157895,45.88461538461539,-52.166666666666664,1.9057507987220448,4.5,"28.30,7.30,4.50,20.75",6,8,-20.166666666666668,7721.5,-3941.5,33.94736842105263
99,6,55,8,"(12, 18)",19,14.921052631578947,0.6842105263157895,45.88461538461539,-52.166666666666664,1.9057507987220448,4.5,"28.30,7.30,4.50,20.75",6,8,-20.166666666666668,7721.5,-3941.5,33.94736842105263
85,0,50,7,"(20,)",24,14.916666666666666,0.75,35.22222222222222,-46.0,2.2971014492753623,7.166666666666667,"21.33,7.17,20.33,10.83",7,10,-42.5,11421.0,-3060.0,41.833333333333336
90,0,50,7,"(20,)",24,14.916666666666666,0.7083333333333334,39.73529411764706,-45.357142857142854,2.1275590551181103,-0.8333333333333334,"25.50,10.50,24.50,-0.83",6,10,-42.5,10036.0,-6262.5,43.333333333333336
70,6,50,8,(),15,14.9,0.9333333333333333,19.0,-42.5,6.258823529411765,-2.5,"20.50,18.25,19.00,-2.50",6,7,-42.5,6850.0,-2380.0,35.733333333333334
70,6,50,8,"(12,)",15,14.9,0.9333333333333333,19.0,-42.5,6.258823529411765,-2.5,"20.50,18.25,19.00,-2.50",6,7,-42.5,6850.0,-2380.0,35.733333333333334
70,6,50,8,"(14,)",15,14.9,0.9333333333333333,19.0,-42.5,6.258823529411765,-2.5,"20.50,18.25,19.00,-2.50",6,7,-42.5,6850.0,-2380.0,35.733333333333334
80,5,55,7,"(20,)",18,14.88888888888889,0.8333333333333334,27.966666666666665,-50.5,2.768976897689769,7.0,"29.10,11.70,7.00,9.00",7,8,-26.5,8316.5,-3726.0,35.611111111111114
70,4,55,10,"(3, 12, 18)",24,14.875,0.9583333333333334,17.369565217391305,-42.5,9.4,9.833333333333334,"9.83,16.67,15.33,17.67",8,9,-42.5,12851.0,-1530.0,35.166666666666664
90,0,45,7,"(14,)",16,14.875,0.6875,42.40909090909091,-45.7,2.0415754923413565,-5.5,"23.25,-5.50,41.00,0.75",5,8,-42.5,6606.0,-4938.0,37.0
90,0,45,8,"(14,)",16,14.875,0.6875,42.40909090909091,-45.7,2.0415754923413565,-5.5,"23.25,-5.50,41.00,0.75",5,8,-42.5,6606.0,-4938.0,37.0
95,4,50,8,"(20,)",19,14.868421052631579,0.6842105263157895,44.88461538461539,-50.166666666666664,1.9385382059800664,3.9,"27.90,3.90,5.90,23.50",6,10,-54.5,8489.0,-4385.0,35.05263157894737
85,0,47,10,"(20,)",22,14.863636363636363,0.7272727272727273,37.4375,-45.333333333333336,2.202205882352941,6.9,"10.33,7.50,37.10,6.90",7,10,-42.5,10761.5,-3855.0,39.13636363636363
90,5,55,8,"(3,)",20,14.8,0.75,37.766666666666666,-54.1,2.0942698706099816,0.9,"21.10,0.90,19.10,18.10",6,8,-59.5,9487.5,-4259.0,33.45
90,5,55,8,"(3, 12)",20,14.8,0.75,37.766666666666666,-54.1,2.0942698706099816,0.9,"21.10,0.90,19.10,18.10",6,8,-59.5,9487.5,-4259.0,33.45
85,10,55,8,"(3, 18)",15,14.766666666666667,0.8,31.666666666666668,-52.833333333333336,2.3974763406940065,-9.75,"35.50,-9.75,30.50,-1.17",7,8,-59.5,6345.0,-3366.0,31.333333333333332
85,10,55,8,"(3, 12, 18)",15,14.766666666666667,0.8,31.666666666666668,-52.833333333333336,2.3974763406940065,-9.75,"35.50,-9.75,30.50,-1.17",7,8,-59.5,6345.0,-3366.0,31.333333333333332
70,5,50,8,"(18,)",16,14.75,0.9375,18.566666666666666,-42.5,6.552941176470588,3.75,"20.50,17.00,17.75,3.75",7,8,-42.5,7294.0,-2295.0,35.125
70,5,50,8,"(12, 18)",16,14.75,0.9375,18.566666666666666,-42.5,6.552941176470588,3.75,"20.50,17.00,17.75,3.75",7,8,-42.5,7294.0,-2295.0,35.125
99,0,45,10,(),21,14.738095238095237,0.6190476190476191,51.73076923076923,-45.375,1.8526170798898072,4.5,"4.50,9.50,31.70,15.30",6,10,-42.5,8695.5,-4652.0,37.57142857142857
99,0,45,10,"(12,)",21,14.738095238095237,0.6190476190476191,51.73076923076923,-45.375,1.8526170798898072,4.5,"4.50,9.50,31.70,15.30",6,10,-42.5,8695.5,-4652.0,37.57142857142857
90,4,50,8,"(3, 12)",18,14.722222222222221,0.7222222222222222,39.88461538461539,-50.7,2.0453648915187377,-16.7,"23.90,-16.70,16.50,40.75",5,8,-42.5,8264.5,-3843.5,31.27777777777778
85,5,55,7,"(18,)",19,14.710526315789474,0.7894736842105263,32.03333333333333,-50.25,2.390547263681592,-1.1,"34.10,-1.10,12.70,12.75",7,8,-24.833333333333332,8082.0,-3564.0,34.10526315789474
85,5,55,7,"(12, 18)",19,14.710526315789474,0.7894736842105263,32.03333333333333,-50.25,2.390547263681592,-1.1,"34.10,-1.10,12.70,12.75",7,8,-24.833333333333332,8082.0,-3564.0,34.10526315789474
85,4,47,10,"(20,)",15,14.7,0.7333333333333333,36.86363636363637,-46.25,2.191891891891892,-7.25,"17.75,-7.25,35.75,11.83",6,9,-42.5,6406.5,-2145.0,32.6
85,0,50,6,"(3, 12)",16,14.6875,0.75,35.083333333333336,-46.5,2.263440860215054,-28.75,"15.00,-28.75,35.00,37.50",6,9,-42.5,6602.0,-3651.0,28.625
90,10,55,8,"(3,)",16,14.6875,0.75,37.416666666666664,-53.5,2.0981308411214954,-12.25,"40.50,-7.25,37.75,-12.25",7,8,-59.5,6883.0,-4298.5,33.5
90,10,55,8,"(3, 12)",16,14.6875,0.75,37.416666666666664,-53.5,2.0981308411214954,-12.25,"40.50,-7.25,37.75,-12.25",7,8,-59.5,6883.0,-4298.5,33.5
70,0,47,7,"(3,)",18,14.666666666666666,0.8888888888888888,21.9375,-43.5,4.0344827586206895,6.7,"10.50,6.70,21.00,23.50",7,9,-42.5,9090.5,-2193.0,34.05555555555556
70,0,47,8,"(3,)",18,14.666666666666666,0.8888888888888888,21.9375,-43.5,4.0344827586206895,6.7,"10.50,6.70,21.00,23.50",7,9,-42.5,9090.5,-2193.0,34.05555555555556
80,0,47,7,"(3,)",18,14.666666666666666,0.7777777777777778,32.142857142857146,-46.5,2.4193548387096775,-17.3,"18.50,-17.30,31.00,33.50",6,9,-42.5,8747.0,-4684.5,32.111111111111114
80,0,47,8,"(3,)",18,14.666666666666666,0.7777777777777778,32.142857142857146,-46.5,2.4193548387096775,-17.3,"18.50,-17.30,31.00,33.50",6,9,-42.5,8747.0,-4684.5,32.111111111111114
85,0,50,8,"(3,)",25,14.66,0.76,34.921052631578945,-49.5,2.234006734006734,-23.0,"24.21,-23.00,34.50,21.33",6,10,-42.5,12970.5,-5760.0,34.68
90,0,47,7,"(20,)",19,14.657894736842104,0.6842105263157895,41.65384615384615,-43.833333333333336,2.05893536121673,0.75,"26.50,4.50,24.10,0.75",6,9,-42.5,7244.0,-4909.5,40.10526315789474
90,0,47,8,"(20,)",19,14.657894736842104,0.6842105263157895,41.65384615384615,-43.833333333333336,2.05893536121673,0.75,"26.50,4.50,24.10,0.75",6,9,-42.5,7244.0,-4909.5,40.10526315789474
95,4,50,10,"(3, 12, 18)",19,14.657894736842104,0.6842105263157895,44.80769230769231,-50.666666666666664,1.9161184210526316,-14.1,"27.90,-14.10,5.30,45.75",5,8,-42.5,8442.5,-3933.0,31.42105263157895
70,6,50,10,"(18,)",15,14.633333333333333,0.9333333333333333,18.714285714285715,-42.5,6.1647058823529415,-2.5,"22.00,17.00,17.75,-2.50",6,7,-42.5,6625.5,-2337.5,35.4
70,6,50,10,"(12, 18)",15,14.633333333333333,0.9333333333333333,18.714285714285715,-42.5,6.1647058823529415,-2.5,"22.00,17.00,17.75,-2.50",6,7,-42.5,6625.5,-2337.5,35.4
85,10,55,7,"(18,)",15,14.633333333333333,0.8,31.5,-52.833333333333336,2.3848580441640377,-9.75,"35.50,-9.75,8.25,27.83",7,8,-16.0,6202.5,-3366.0,30.733333333333334
85,10,55,7,"(12, 18)",15,14.633333333333333,0.8,31.5,-52.833333333333336,2.3848580441640377,-9.75,"35.50,-9.75,8.25,27.83",7,8,-16.0,6202.5,-3366.0,30.733333333333334
99,7,50,10,"(20,)",15,14.633333333333333,0.6666666666666666,48.7,-53.5,1.8205607476635515,-28.5,"25.00,-28.50,49.00,12.50",5,7,-55.5,6697.0,-3537.0,30.0
99,8,50,10,"(20,)",15,14.633333333333333,0.6666666666666666,48.7,-53.5,1.8205607476635515,-28.5,"25.00,-28.50,49.00,12.50",5,7,-55.5,6697.0,-3537.0,30.0
70,4,55,7,"(3, 12, 18)",19,14.605263157894736,0.9473684210526315,17.77777777777778,-42.5,7.529411764705882,7.9,"7.90,16.90,15.90,18.50",8,9,-42.5,9046.0,-1530.0,32.421052631578945
90,0,45,10,"(3,)",19,14.605263157894736,0.6842105263157895,42.73076923076923,-46.333333333333336,1.9982014388489209,-12.5,"8.90,-12.50,40.50,23.25",6,10,-42.5,8625.0,-4637.0,32.526315789473685
90,0,45,10,"(3, 12)",19,14.605263157894736,0.6842105263157895,42.73076923076923,-46.333333333333336,1.9982014388489209,-12.5,"8.90,-12.50,40.50,23.25",6,10,-42.5,8625.0,-4637.0,32.526315789473685
85,0,50,10,"(3, 12, 18)",24,14.583333333333334,0.75,35.72222222222222,-48.833333333333336,2.1945392491467577,-22.5,"23.50,-22.50,19.67,37.67",7,10,-42.5,12360.0,-6053.0,32.583333333333336
90,5,50,8,"(3, 18)",15,14.566666666666666,0.7333333333333333,39.04545454545455,-52.75,2.0355450236966823,-30.5,"40.50,-30.50,15.25,39.17",5,7,-5.5,6438.0,-4259.0,31.6
90,5,50,8,"(3, 12, 18)",15,14.566666666666666,0.7333333333333333,39.04545454545455,-52.75,2.0355450236966823,-30.5,"40.50,-30.50,15.25,39.17",5,7,-5.5,6438.0,-4259.0,31.6
70,4,55,6,"(3, 12)",16,14.5625,0.9375,18.366666666666667,-42.5,6.482352941176471,3.75,"3.75,18.25,17.75,18.50",7,8,-42.5,7192.5,-1445.0,30.6875
90,0,47,7,"(3, 12, 18)",16,14.5625,0.6875,41.86363636363637,-45.5,2.024175824175824,-24.25,"21.50,-24.25,39.50,21.50",6,9,-42.5,6329.0,-4807.5,33.625
90,0,47,8,"(3, 12, 18)",16,14.5625,0.6875,41.86363636363637,-45.5,2.024175824175824,-24.25,"21.50,-24.25,39.50,21.50",6,9,-42.5,6329.0,-4807.5,33.625
90,0,45,10,"(14,)",19,14.552631578947368,0.6842105263157895,42.73076923076923,-46.5,1.9910394265232976,4.1,"8.50,4.10,24.30,23.00",5,9,-42.5,8623.5,-5159.5,37.31578947368421
70,4,55,8,"(3, 12, 18)",21,14.547619047619047,0.9523809523809523,17.4,-42.5,8.188235294117646,8.833333333333334,"8.83,16.90,16.70,16.90",8,9,-42.5,10255.0,-1530.0,33.142857142857146
95,4,55,8,"(20,)",23,14.543478260869565,0.6956521739130435,43.4375,-51.5,1.927877947295423,-6.166666666666667,"13.83,26.17,-6.17,26.30",6,10,-54.5,10526.0,-5309.0,35.391304347826086
70,0,47,7,"(3, 12)",17,14.5,0.8823529411764706,22.233333333333334,-43.5,3.8333333333333335,3.75,"10.50,3.75,20.75,24.00",7,9,-42.5,8325.0,-2193.0,33.64705882352941
70,0,47,8,"(3, 12)",17,14.5,0.8823529411764706,22.233333333333334,-43.5,3.8333333333333335,3.75,"10.50,3.75,20.75,24.00",7,9,-42.5,8325.0,-2193.0,33.64705882352941
75,5,50,8,"(3,)",16,14.5,0.875,23.642857142857142,-49.5,3.3434343434343434,-15.5,"25.50,-15.50,25.00,23.00",6,7,-13.0,7138.0,-3366.0,31.625
75,5,50,8,"(3, 12)",16,14.5,0.875,23.642857142857142,-49.5,3.3434343434343434,-15.5,"25.50,-15.50,25.00,23.00",6,7,-13.0,7138.0,-3366.0,31.625
85,4,50,8,"(3, 12, 18)",17,14.5,0.7647058823529411,34.19230769230769,-49.5,2.244949494949495,-31.75,"19.90,-31.75,32.75,35.75",5,8,-42.5,7183.5,-3966.0,29.705882352941178
95,0,50,7,"(20,)",24,14.5,0.6666666666666666,44.875,-46.25,1.9405405405405405,1.6666666666666667,"29.67,13.83,12.83,1.67",7,10,-45.5,9332.5,-10905.5,44.791666666666664
95,4,50,8,"(3,)",19,14.5,0.6842105263157895,44.88461538461539,-51.333333333333336,1.8944805194805194,-14.7,"27.90,-14.70,25.50,20.50",5,9,-54.5,8551.5,-3774.0,32.578947368421055
95,4,50,8,"(14,)",19,14.5,0.6842105263157895,44.88461538461539,-51.333333333333336,1.8944805194805194,5.3,"25.10,5.30,5.90,23.50",5,9,-54.5,8490.5,-4385.0,35.526315789473685
99,0,50,7,(),25,14.5,0.64,48.875,-46.611111111111114,1.864123957091776,-1.0,"36.21,-1.00,15.50,3.67",6,10,-45.5,9550.5,-10811.5,44.52
99,5,55,10,"(3, 18)",22,14.5,0.6818181818181818,46.7,-54.5,1.836173001310616,-4.166666666666667,"15.17,-4.17,25.30,25.30",6,8,-59.5,10227.0,-5852.0,33.18181818181818
99,5,55,10,"(3, 12, 18)",22,14.5,0.6818181818181818,46.7,-54.5,1.836173001310616,-4.166666666666667,"15.17,-4.17,25.30,25.30",6,8,-59.5,10227.0,-5852.0,33.18181818181818
99,0,43,10,"(20,)",15,14.5,0.6,53.388888888888886,-43.833333333333336,1.826996197718631,2.5,"30.50,2.50,5.25,21.50",6,9,-49.5,5571.5,-3734.5,38.06666666666667
99,0,47,10,"(12, 18)",21,14.452380952380953,0.6190476190476191,51.26923076923077,-45.375,1.8360881542699725,-8.9,"19.67,-8.90,30.70,15.30",6,10,-42.5,8211.5,-5130.0,38.523809523809526
85,4,55,6,"(12,)",17,14.441176470588236,0.7647058823529411,33.03846153846154,-46.0,2.3342391304347827,-8.0,"17.70,-8.00,13.75,33.50",6,9,-42.5,6219.0,-2871.0,29.529411764705884
85,4,50,7,"(12, 18)",16,14.4375,0.75,34.583333333333336,-46.0,2.255434782608696,-7.25,"14.50,-7.25,34.50,16.00",6,9,-42.5,6137.5,-3168.0,31.9375
95,5,50,8,"(18,)",16,14.4375,0.6875,44.04545454545455,-50.7,1.9112426035502958,-29.25,"45.50,-29.25,19.00,22.50",5,8,-42.5,6410.0,-4330.0,33.75
95,5,50,8,"(12, 18)",16,14.4375,0.6875,44.04545454545455,-50.7,1.9112426035502958,-29.25,"45.50,-29.25,19.00,22.50",5,8,-42.5,6410.0,-4330.0,33.75
90,0,47,10,"(20,)",22,14.409090909090908,0.6818181818181818,42.03333333333333,-44.785714285714285,2.011164274322169,9.9,"13.67,10.83,24.10,9.90",6,10,-42.5,9096.5,-4741.5,39.59090909090909
