target,min_reclaim,max_entry,max_minute,exclude_hours,n,avg,win,avgwin,avgloss,pf,minq,q,poswk,weeks,minwk,acct,dd,avgsize
99,12,55,10,"(20,)",16,9.0,0.625,47.5,-55.166666666666664,1.4350453172205437,-30.0,"25.00,-30.00,49.00,-8.00",5,8,-60.5,3872.5,-4405.5,28.3125
70,0,50,8,"(12, 18)",23,8.978260869565217,0.8260869565217391,19.92105263157895,-43.0,2.2005813953488373,-4.7,"11.00,7.00,20.33,-4.70",6,10,-42.5,5236.0,-2253.5,34.52173913043478
95,0,50,8,"(12, 18)",23,8.978260869565217,0.6086956521739131,45.07142857142857,-47.166666666666664,1.486454652532391,-19.666666666666668,"31.83,-19.67,13.67,10.30",6,10,-42.5,3884.5,-5826.0,34.56521739130435
80,0,50,7,"(12, 18)",21,8.976190476190476,0.7142857142857143,30.633333333333333,-45.166666666666664,1.6955719557195572,-18.3,"19.33,-18.30,31.50,1.30",5,10,-42.5,4201.0,-4471.5,33.333333333333336
85,4,55,6,"(18,)",17,8.970588235294118,0.7058823529411765,32.583333333333336,-47.7,1.6394129979035639,-9.5,"17.70,-8.00,-9.50,33.50",6,10,-54.5,2870.5,-2928.5,27.235294117647058
70,0,47,7,(),20,8.95,0.8,21.9375,-43.0,2.0406976744186047,-1.7,"10.50,6.70,20.30,-1.70",6,9,-42.5,4575.0,-2234.0,35.1
70,0,47,8,(),20,8.95,0.8,21.9375,-43.0,2.0406976744186047,-1.7,"10.50,6.70,20.30,-1.70",6,9,-42.5,4575.0,-2234.0,35.1
80,0,47,7,(),20,8.95,0.7,32.142857142857146,-45.166666666666664,1.6605166051660516,-17.3,"18.50,-17.30,30.30,4.30",5,9,-42.5,4291.5,-4684.5,33.15
80,0,47,8,(),20,8.95,0.7,32.142857142857146,-45.166666666666664,1.6605166051660516,-17.3,"18.50,-17.30,30.30,4.30",5,9,-42.5,4291.5,-4684.5,33.15
85,4,50,10,"(3, 18)",20,8.95,0.7,34.42857142857143,-50.5,1.5907590759075907,-18.1,"19.90,-18.10,16.30,17.70",5,9,-54.5,4750.5,-4194.0,28.55
75,0,47,7,"(3, 12, 18)",16,8.9375,0.75,27.416666666666668,-46.5,1.7688172043010753,-28.0,"10.25,-28.00,24.50,29.00",6,9,-42.5,3843.0,-4700.0,29.25
75,0,47,8,"(3, 12, 18)",16,8.9375,0.75,27.416666666666668,-46.5,1.7688172043010753,-28.0,"10.25,-28.00,24.50,29.00",6,9,-42.5,3843.0,-4700.0,29.25
75,0,55,10,"(3, 12, 14, 18, 20)",26,8.923076923076923,0.8076923076923077,24.11904761904762,-54.9,1.8451730418943533,-0.7857142857142857,"16.21,-0.79,9.83,10.83",7,9,-59.5,8247.0,-3897.5,34.0
75,5,55,8,(),22,8.909090909090908,0.8181818181818182,22.055555555555557,-50.25,1.9751243781094527,-3.5,"23.17,-3.50,7.90,7.70",6,8,-28.166666666666668,5141.5,-3366.0,31.59090909090909
75,5,55,8,"(12,)",22,8.909090909090908,0.8181818181818182,22.055555555555557,-50.25,1.9751243781094527,-3.5,"23.17,-3.50,7.90,7.70",6,8,-28.166666666666668,5141.5,-3366.0,31.59090909090909
75,5,55,8,"(14,)",22,8.909090909090908,0.8181818181818182,22.055555555555557,-50.25,1.9751243781094527,-3.5,"23.17,-3.50,7.90,7.70",6,8,-28.166666666666668,5141.5,-3366.0,31.59090909090909
65,4,45,10,(),15,8.9,0.8666666666666667,16.807692307692307,-42.5,2.570588235294118,-1.5,"3.25,15.50,15.75,-1.50",7,9,-42.5,3490.0,-1785.0,31.333333333333332
65,4,45,10,"(12,)",15,8.9,0.8666666666666667,16.807692307692307,-42.5,2.570588235294118,-1.5,"3.25,15.50,15.75,-1.50",7,9,-42.5,3490.0,-1785.0,31.333333333333332
80,4,50,6,"(20,)",15,8.9,0.7333333333333333,29.318181818181817,-47.25,1.7063492063492063,-8.5,"11.25,7.75,-8.50,30.50",7,10,-54.5,2911.5,-3219.5,29.133333333333333
85,0,55,8,"(3, 12, 18)",28,8.892857142857142,0.7142857142857143,33.45,-52.5,1.5928571428571427,-15.928571428571429,"23.93,-15.93,19.36,8.21",6,10,-42.5,7461.0,-5990.5,31.857142857142858
